melisa,1900,2026-01-05 19:31,EASY
melisa,1350,2026-01-05 19:56,HARD
melisa,100,2026-01-09 18:13,HARD
melisa,1240,2026-01-09 18:17,MEDIUM
melisa,580,2026-01-09 18:25,HARD
efe,100,2026-01-09 19:52,EASY
melisa,1920,2026-01-09 19:54,EASY
melisa,1490,2026-01-09 19:56,MEDIUM
melisa,1120,2026-01-09 19:58,HARD
melisa,850,2026-01-09 21:44,MEDIUM
melisa,1495,2026-01-10 12:47,HARD
melisa,1225,2026-01-10 12:48,HARD
melisa,1570,2026-01-10 14:35,MEDIUM
